,ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA,MONTH,YEAR,LON,LAT,COUNTY,FIPS
8639,UNIVERSITY OF WASHINGTON,9087701,1R21AI173435-01,RPGs - Non SBIR/STTR,10571654,"WEST, TIMOTHY EOIN",8053708,A plasma metabolite diagnostic for melioidosis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$154,608 ","$65,157 ","$219,765 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/9/2022,PA20-195,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8640,UNIVERSITY OF WASHINGTON,9087701,1R01DC020707-01,RPGs - Non SBIR/STTR,10562043,"MAX, LUDO",8135799,Behavioral and neural characteristics of adaptive speech motor control,SPEECH AND HEARING SCIENCES,OTHER HEALTH PROFESSIONS,SCHOOLS OF ARTS AND SCIENCES,"$328,988 ","$162,793 ","$491,781 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/15/2023,PAR21-063,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8641,UNIVERSITY OF WASHINGTON,9087701,1R21HL167126-01,RPGs - Non SBIR/STTR,10579141,"KWON, YOUNGHOON",11114239,Deep learning of awake and sleep electrocardiography to identify atrial fibrillation risk in sleep apnea,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$70,081 ","$38,895 ","$108,976 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/3/2023,PAR20-078,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8642,UNIVERSITY OF WASHINGTON,9087701,1R21AI168739-01A1,RPGs - Non SBIR/STTR,10592678,"SHEARS, MELANIE JANET",15319063,Malaria vaccine evaluation in a novel infant NHP challenge model,NONE,NONE,UNIVERSITY-WIDE,"$200,000 ","$153,000 ","$353,000 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/4/2022,PAR21-109,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8643,UNIVERSITY OF WASHINGTON,9087701,5R01MH101221-11,RPGs - Non SBIR/STTR,10530630,"EICHLER, EVAN",1918530,Rare Mutations and Autism Spectrum Disorders,GENOME SCIENCES,GENETICS,SCHOOLS OF MEDICINE,"$448,638 ","$233,255 ","$681,893 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/15/2022,PA18-401,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8644,UNIVERSITY OF WASHINGTON,9087701,5R01HD103642-03,RPGs - Non SBIR/STTR,10533817,"PAVLINAC, PATRICIA",11480833,"Lactoferrin and lysozyme to promote nutritional, clinical, and enteric recovery: A factorial placebo-controlled randomized trial among children with diarrhea and malnutrition",GLOBAL HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$446,768 ","$105,168 ","$551,936 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/8/2022,PA18-480,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8645,UNIVERSITY OF WASHINGTON,9087701,5R01EY028902-05,RPGs - Non SBIR/STTR,10540351,"SOETEDJO, ROBIJANTO",3117943,Saccade motor control: The role of cerebellum in spatial updating of saccades,PHYSIOLOGY AND BIOPHYSICS,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$225,000 ","$186,975 ","$411,975 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/20/2022,PA18-484,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8646,UNIVERSITY OF WASHINGTON,9087701,5R21MH127992-02,RPGs - Non SBIR/STTR,10543832,"FELDACKER, CARYL",14658089,"The Community-based ART REtention and Suppression (CARES) App: an innovation to improve patient monitoring and evaluation data in community-based antiretroviral therapy programs in Lilongwe, Malawi",GLOBAL HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,"$155,985 ","$43,105 ","$199,090 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/2/2023,PAR19-275,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8647,UNIVERSITY OF WASHINGTON,9087701,5R25NS114097-04,Other Research-Related,10543858,"DE LA IGLESIA, HORACIO O",8146532,University of Washington ENDURE,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$282,004 ","$19,680 ","$301,684 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/21/2022,RFANS19-007,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8648,UNIVERSITY OF WASHINGTON,9087701,5R35HL139602-06,RPGs - Non SBIR/STTR,10548126,"GIACHELLI, CECILIA M",1915305,Mechanisms of vascular and valvular calcification,BIOENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$540,000 ","$299,700 ","$839,700 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/12/2023,RFAHL16-024,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8649,UNIVERSITY OF WASHINGTON,9087701,5F31AG072716-02,Training - Individual,10553100,"MACEWEN, MELISSA JANE",16054910,Investigating Calcium Homeostasis During a Key Mitochondrial Stress Pathway,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$44,172 ",,"$44,172 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/18/2022,PA21-051,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8650,UNIVERSITY OF WASHINGTON,9087701,5R01AI116669-09,RPGs - Non SBIR/STTR,10553144,"WOODWARD, JOSHUA",9705545,Listeria monocytogenes physiology and host pathogen interactions,MICROBIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$285,041 ","$206,020 ","$491,061 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/17/2023,PA19-056,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8651,UNIVERSITY OF WASHINGTON,9087701,1R01ES034749-01,RPGs - Non SBIR/STTR,10562132,"HAJAT, ANJUM",9437907,Action towards health equity and improved air quality in the Duwamish Valley: A multilevel asthma intervention,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$408,354 ","$139,884 ","$548,238 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/3/2023,PA20-183,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8652,UNIVERSITY OF WASHINGTON,9087701,1R01DE031470-01A1,RPGs - Non SBIR/STTR,10596337,"MCLEAN, JEFFREY SCOTT",9751997,Mechanisms underlying the variation in rate and levels of gingival inflammatory responses among the human population,PERIODONTICS,DENTISTRY,SCHOOLS OF DENTISTRY/ORAL HYGN,"$411,530 ","$221,516 ","$633,046 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/30/2022,PA20-184,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8653,UNIVERSITY OF WASHINGTON,9087701,1R01AI174304-01,RPGs - Non SBIR/STTR,10599503,"LIEBER, ANDRE MICHAEL",2288872,In vivo HSC gene therapy using a multi-modular HDAd vector for HIV cure,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$525,235 ","$160,669 ","$685,904 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/10/2023,RFAAI20-076,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8654,UNIVERSITY OF WASHINGTON,9087701,3R01MH124975-03S1,RPGs - Non SBIR/STTR,10691698,"RAUE, PATRICK J",2259171,Spanish-language Lay-delivered Behavioral Activation in Senior Centers,PSYCHIATRY AND BEHAVIORAL SCIS,PSYCHIATRY,SCHOOLS OF MEDICINE,"$111,812 ","$62,056 ","$173,868 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/19/2022,PA20-272,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8655,UNIVERSITY OF WASHINGTON,9087701,5R01MD011596-05,RPGs - Non SBIR/STTR,10371019,"FRETTS, AMANDA MAE",11406059,Cheyenne River Sioux Tribe Cooking for Health,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$130,712 ","$15,317 ","$146,029 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/6/2022,PA16-160,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8656,UNIVERSITY OF WASHINGTON,9087701,5R01CA258606-02,RPGs - Non SBIR/STTR,10553146,"STETSON, DANIEL B",8623839,Activation of the DNA-PK-dependent antiviral response as a novel cancer immunotherapy,IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$495,580 ","$131,243 ","$626,823 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/23/2022,PA20-185,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8657,UNIVERSITY OF WASHINGTON,9087701,5D43TW009783-09,Other Research-Related,10553157,"FARQUHAR, CAREY",2541753,Women and HIV: Translation of Research into Practice,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$279,992 ","$16,304 ","$296,296 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/25/2023,PAR19-283,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8658,UNIVERSITY OF WASHINGTON,9087701,5R01AI143773-04,RPGs - Non SBIR/STTR,10555337,"ZHU, JIA",10380012,Modeling of human HSV infection: development of immune-competent 3D skin-on-chip with vascular perfusion,LABORATORY MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$398,709 ","$134,786 ","$533,495 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/6/2023,PA19-056,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8659,UNIVERSITY OF WASHINGTON,9087701,5R01DK121756-04,RPGs - Non SBIR/STTR,10557149,"KANTER, JENNY E.",11841005,APOC3 mediated dyslipidemia in diabetic kidney disease and atherosclerosis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$220,000 ","$168,300 ","$388,300 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/1/2023,PA19-056,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8660,UNIVERSITY OF WASHINGTON,9087701,5R01AI160130-03,RPGs - Non SBIR/STTR,10557903,"FANG, FERRIC C",1969637,The Pathogenesis of Enteric Fever,MICROBIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$471,314 ","$224,394 ","$695,708 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/19/2023,PA20-185,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8661,UNIVERSITY OF WASHINGTON,9087701,5R01HG011466-03,RPGs - Non SBIR/STTR,10557916,"NOBLE, WILLIAM STAFFORD",7590699,Deep tensor genomic imputation,GENOME SCIENCES,GENETICS,SCHOOLS OF MEDICINE,"$288,853 ","$56,564 ","$345,417 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/27/2023,PA19-056,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8662,UNIVERSITY OF WASHINGTON,9087701,5R37DA032750-12,RPGs - Non SBIR/STTR,10559474,"STUBER, GARRET D",8499226,Neural circuit elements that orchestrate cue-reward associations,,NONE,UNAVAILABLE,"$293,000 ","$162,615 ","$455,615 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/26/2023,PA13-338,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8663,UNIVERSITY OF WASHINGTON,9087701,5F31AG072787-02,Training - Individual,10559524,"WATOWICH, MARINA",16588080,Effects of an extreme natural disaster on immunity and aging,CENTER FOR LUNG BIOLOGY,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$44,255 ",,"$44,255 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/22/2022,PA21-051,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8664,UNIVERSITY OF WASHINGTON,9087701,5R01DE023575-11,RPGs - Non SBIR/STTR,10521268,"CORNELL, ROBERT AARON",7756633,Dissecting the transcriptional network governing differentiation of periderm,ORAL HEALTH SCIENCES,DENTISTRY,SCHOOLS OF DENTISTRY/ORAL HYGN,"$408,837 ","$107,832 ","$516,669 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/1/2022,PA18-484,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8665,UNIVERSITY OF WASHINGTON,9087701,5R01NS110012-05,RPGs - Non SBIR/STTR,10539261,"DE LA IGLESIA, HORACIO O",8146532,Fear Entrainment of Circadian Rhythms,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$218,750 ","$112,286 ","$331,036 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/9/2022,PAS18-483,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8666,UNIVERSITY OF WASHINGTON,9087701,5R01AI132441-05,RPGs - Non SBIR/STTR,10541862,"BALKUS, JENNIFER ELLEN",10170183,Impact of the vaginal microbiome on Chlamydia trachomatis acquisition,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$419,271 ","$221,277 ","$640,548 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/31/2023,PA18-484,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8667,UNIVERSITY OF WASHINGTON,9087701,5R01CA258997-02,RPGs - Non SBIR/STTR,10542766,"BOWEN, STEPHEN R.",11513463,Biomarkers of Response to Immuno-chemotherapy & oliGometastatic Hypofractionated radioTherapy (BRIGHT) for Lung Cancer: Synergy of PET/CT Imaging and Peripheral Blood Assays,RADIATION ONCOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$385,770 ","$161,800 ","$547,570 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/30/2022,PAR19-363,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8668,UNIVERSITY OF WASHINGTON,9087701,5F32AG074655-02,Training - Individual,10544485,"OSTROM, ETHAN LAMBERT",15384534,The role of mitochondrial redox stress in the impaired Nrf2 response to contraction in aged muscle,BIOLOGICAL STRUCTURE,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$67,174 ",,"$67,174 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/21/2022,PA21-048,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8669,UNIVERSITY OF WASHINGTON,9087701,5R01CA258352-02,RPGs - Non SBIR/STTR,10551866,"FARJAH, FARHOOD",8385865,Comparative-Effectiveness of Pretreatment Lung Cancer Nodal Staging,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$490,185 ","$61,418 ","$551,603 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/9/2022,PA20-185,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8670,UNIVERSITY OF WASHINGTON,9087701,5R01HL149685-04,RPGs - Non SBIR/STTR,10523119,"HEINECKE, JAY W",1886161,Structural basis for cardioprotective HDL,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$391,633 ","$299,599 ","$691,232 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/29/2022,PA19-056,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8671,UNIVERSITY OF WASHINGTON,9087701,5R01AI142647-05,RPGs - Non SBIR/STTR,10540681,"JOHN-STEWART, GRACE",1896447,The effect of HIV exposure and infection on immunity to TB in children,GLOBAL HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$663,129 ","$111,867 ","$774,996 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/1/2022,RFAAI17-039,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8672,UNIVERSITY OF WASHINGTON,9087701,5R01AG026526-12,RPGs - Non SBIR/STTR,10542432,"FREDRIKSEN-GOLDSEN, KAREN ILENE",7366021,Older adults in vulnerable communities: Health and quality of life over time,NONE,NONE,SCHOOLS OF SOCIAL WELFARE/WORK,"$358,737 ","$172,439 ","$531,176 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/10/2023,PA18-484,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8673,UNIVERSITY OF WASHINGTON,9087701,5F31MH125587-03,Training - Individual,10543419,"GOODWIN, NASTACIA",16171414,Dissociable neural mechanisms of reactive versus appetitive aggression,BIOLOGICAL STRUCTURE,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$44,660 ",,"$44,660 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/8/2022,PA19-195,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8674,UNIVERSITY OF WASHINGTON,9087701,5K12ES033584-02,Other Research-Related,10543496,"KARR, CATHERINE J",7566177,University of Washington Pediatric and Reproductive Environmental Health Scholars (UW PREHS),ENVIRONMENTAL AND OCCUPATIONAL HEALTH SCIENCES,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$443,960 ","$31,597 ","$475,557 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,11/4/2022,RFAES20-007,11.0,2022.0,-122.3244,47.6211,KING,53033.0
8675,UNIVERSITY OF WASHINGTON,9087701,5R01HG010869-04,RPGs - Non SBIR/STTR,10543766,"BROWNING, SHARON",9514174,Local ancestry inference for complex admixtures,BIOSTATISTICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF PUBLIC HEALTH,"$269,604 ","$142,904 ","$412,508 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/27/2022,PA19-056,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8676,UNIVERSITY OF WASHINGTON,9087701,5R01DK123031-04,RPGs - Non SBIR/STTR,10549835,"SHANKLAND, STUART JAMES",1966375,Kidney Aging Impairs Progenitor and Endocrine Function,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$344,853 ","$263,813 ","$608,666 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/1/2023,PA19-056,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8677,UNIVERSITY OF WASHINGTON,9087701,5R35GM130293-05,RPGs - Non SBIR/STTR,10551264,"DAVIS, TRISHA N.",1864452,Molecular Analysis of Chromosome Segregation,BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$437,401 ","$220,344 ","$657,745 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/6/2023,PAR17-094,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8678,UNIVERSITY OF WASHINGTON,9087701,5R35GM134842-04,RPGs - Non SBIR/STTR,10552592,"ASBURY, CHARLES",1900754,Reconstitution and biophysical study of chromosome segregation machinery,PHYSIOLOGY AND BIOPHYSICS,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$388,800 ","$202,866 ","$591,666 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/4/2023,PAR17-094,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8679,UNIVERSITY OF WASHINGTON,9087701,5R01AI145848-04,RPGs - Non SBIR/STTR,10555217,"VON MOLTKE, JAKOB",9213124,Tuft cell effector functions in the small intestine,IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$330,735 ","$223,575 ","$554,310 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/10/2023,PA19-056,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8680,UNIVERSITY OF WASHINGTON,9087701,5R21NR020254-02,RPGs - Non SBIR/STTR,10557203,"BERRY, DONNA L.",1868057,Disseminating Decision Support to Men with Localized Prostate Cancer,BIOBEHAVIORAL NURSING AND HEALTH FORMATICS,OTHER HEALTH PROFESSIONS,SCHOOLS OF NURSING,"$132,226 ","$65,022 ","$197,248 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/13/2022,PA20-195,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8681,UNIVERSITY OF WASHINGTON,9087701,1R01GM148490-01,RPGs - Non SBIR/STTR,10564466,"WILLS, ANDREA ELIZABETH",10298349,Decoding the metabolic requirements for vertebrate appendage regeneration,BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$273,878 ","$145,393 ","$419,271 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/30/2022,PA20-185,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8682,UNIVERSITY OF WASHINGTON,9087701,5R01AI143916-05,RPGs - Non SBIR/STTR,10579223,"PARSEK, MATTHEW R.",1890394,The biofilm matrix of P. aeruginosa,MICROBIOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$439,694 ","$100,170 ","$539,864 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/31/2023,PA18-484,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8683,UNIVERSITY OF WASHINGTON,9087701,5R01CA258298-02,RPGs - Non SBIR/STTR,10579947,"KINAHAN, PAUL E.",1972615,"Characterizing, optimizing, and harmonizing cancer detection with PET imaging",RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$542,600 ","$124,163 ","$666,763 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/8/2023,PAR20-155,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8684,UNIVERSITY OF WASHINGTON,9087701,1R01HL160825-01A1,RPGs - Non SBIR/STTR,10583011,"MURRY, CHARLES E",1876686,"Function, composition, and mechanism of RNA splicing factories in cardiomyopathy",LABORATORY MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$350,193 ","$236,413 ","$586,606 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,12/10/2022,PA20-185,12.0,2022.0,-122.3244,47.6211,KING,53033.0
8685,UNIVERSITY OF WASHINGTON,9087701,5K01AG059898-05,Other Research-Related,10601113,"SALIMI, SHABNAM",12365976,DNA methylation markers of Multimorbidity in Aging Humans and Mice,PATHOLOGY,PATHOLOGY,SCHOOLS OF MEDICINE,"$112,400 ","$8,992 ","$121,392 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/20/2023,PA18-369,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8686,UNIVERSITY OF WASHINGTON,9087701,3R01DK121756-04S1,RPGs - Non SBIR/STTR,10713362,"KANTER, JENNY E.",11841005,APOC3 mediated dyslipidemia in diabetic kidney disease and atherosclerosis,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$57,760 ","$40,277 ","$98,037 ",7,SEATTLE,WASHINGTON,98195,Y,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,2/8/2023,PA19-056,2.0,2023.0,-122.3244,47.6211,KING,53033.0
8687,UNIVERSITY OF WASHINGTON,9087701,4R00GM132551-03,RPGs - Non SBIR/STTR,10728441,"AKAMATSU, MATTHEW SATARO",11165588,Molecular and biophysical mechanism of plasma membrane internalization during nonclathrin endocytosis,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$171,191 ","$77,808 ","$248,999 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/10/2023,PA18-398,1.0,2023.0,-122.3244,47.6211,KING,53033.0
8688,UNIVERSITY OF WASHINGTON,9087701,3R01DK130815-02S1,RPGs - Non SBIR/STTR,10733487,"WINKLER, MARI-KAROLIINA",16164232,Therapeutic bubble tea: Preventing the formation of uremic toxins with hydrogel immobilized microbes,CIVIL AND ENVIRONMENTAL ENGR,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$9,520 ",$777 ,"$10,297 ",7,SEATTLE,WASHINGTON,98195,,UNIVERSITY OF WASHINGTON SCH OF MEDICINE,Domestic Higher Education,1/13/2023,PAR21-038,1.0,2023.0,-122.3244,47.6211,KING,53033.0
